date,open,high,low,close,volume
2014-01-02 00:00:00,15935.2998046875,15962.2001953125,15869.099609375,15919.099609375,225091800
2014-01-03 00:00:00,15919.099609375,16022.099609375,15855.400390625,16020.5,198534700
2014-01-06 00:00:00,16020.599609375,16086.5,15999.099609375,16049.2998046875,183144300
2014-01-07 00:00:00,16049.2998046875,16088.400390625,16013.400390625,16069.2001953125,201672300
2014-01-08 00:00:00,16069.2001953125,16071.400390625,15990.0,16001.7001953125,249448300
2014-01-09 00:00:00,16001.7001953125,16035.2998046875,15924.7998046875,15949.0,239523700
2014-01-10 00:00:00,15949.0,16191.7001953125,15944.7001953125,16191.7001953125,250221900
2014-01-13 00:00:00,16191.7001953125,16262.2998046875,16191.7001953125,16254.7998046875,208205900
2014-01-14 00:00:00,16254.7998046875,16254.7998046875,16104.099609375,16236.0,207861100
2014-01-15 00:00:00,16236.099609375,16292.900390625,16236.0,16292.900390625,312914000
2014-01-16 00:00:00,16293.0,16311.2001953125,16171.599609375,16209.7001953125,267116800
2014-01-17 00:00:00,16209.7001953125,16242.400390625,16151.7001953125,16187.099609375,253086600
2014-01-20 00:00:00,16187.099609375,16245.099609375,16167.400390625,16227.099609375,166475000
2014-01-21 00:00:00,16227.099609375,16243.2001953125,16117.0,16144.2001953125,231537000
2014-01-22 00:00:00,16144.2001953125,16223.2001953125,16115.7998046875,16147.2001953125,189950600
2014-01-23 00:00:00,16147.2001953125,16154.0,15946.7001953125,15980.099609375,218921700
2014-01-24 00:00:00,15980.099609375,16008.0,15688.2998046875,15703.400390625,245832300
2014-01-27 00:00:00,15703.400390625,15705.5,15505.0,15528.2001953125,246387800
2014-01-28 00:00:00,15528.2001953125,15734.2998046875,15528.2001953125,15715.7998046875,261519800
2014-01-29 00:00:00,15715.7998046875,15922.599609375,15605.900390625,15688.2998046875,259963500
2014-01-30 00:00:00,15688.400390625,15720.2001953125,15635.599609375,15701.7998046875,228139500
2014-01-31 00:00:00,15701.7998046875,15767.099609375,15525.599609375,15674.400390625,256406500
2014-02-03 00:00:00,15674.5,15709.599609375,15551.900390625,15558.2001953125,204406500
2014-02-04 00:00:00,15558.2998046875,15581.7001953125,15442.0,15540.2998046875,255679900
2014-02-05 00:00:00,15540.2998046875,15623.7998046875,15491.0,15561.400390625,217072100
2014-02-06 00:00:00,15561.400390625,15790.5,15561.400390625,15789.900390625,281130100
2014-02-07 00:00:00,15789.900390625,15872.0,15789.400390625,15865.099609375,253818000
2014-02-10 00:00:00,15865.099609375,15922.400390625,15836.2001953125,15910.7001953125,188062200
2014-02-11 00:00:00,15910.7001953125,16078.2998046875,15906.2998046875,16078.2998046875,241279400
2014-02-12 00:00:00,16078.2998046875,16112.2998046875,16032.599609375,16079.2001953125,229712900
2014-02-13 00:00:00,16079.2001953125,16079.7001953125,15944.2001953125,16029.400390625,194443300
2014-02-14 00:00:00,16029.400390625,16125.099609375,16028.7001953125,16110.599609375,229284500
2014-02-17 00:00:00,16110.599609375,16244.7001953125,16099.0,16244.7001953125,171537000
2014-02-18 00:00:00,16244.7001953125,16345.5,16202.7001953125,16342.099609375,226061800
2014-02-19 00:00:00,16342.0,16350.2001953125,16228.2998046875,16347.2998046875,195670300
2014-02-20 00:00:00,16347.400390625,16368.7998046875,16181.0,16368.7998046875,206900700
2014-02-21 00:00:00,16368.7998046875,16477.19921875,16368.7998046875,16460.900390625,209393800
2014-02-24 00:00:00,16460.900390625,16539.30078125,16358.7001953125,16539.30078125,277237800
2014-02-25 00:00:00,16539.30078125,16568.69921875,16446.19921875,16527.900390625,390193900
2014-02-26 00:00:00,16527.900390625,16549.099609375,16437.80078125,16471.69921875,246638600
2014-02-27 00:00:00,16471.599609375,16544.19921875,16388.80078125,16523.0,491024500
2014-02-28 00:00:00,16523.0,16728.400390625,16518.400390625,16726.0,288814400
2014-03-03 00:00:00,16726.0,16726.0,16329.7998046875,16374.7998046875,270046000
