dataset,model,spread_pips,accuracy,f1_macro,auc_roc,sharpe_gross,sharpe_net,max_drawdown_net,total_return_strategy,total_return_buyhold,n_trades,n_days
dataset_basic_daily,XGB,1.5,0.6217252396166134,0.6209450679654231,0.6490680490768688,0.0810280402650726,-0.0955598962286753,-0.341948066961602,-0.0414397049761369,-0.0125008364181369,669,1565
dataset_basic_daily,XGB,0.0,0.6217252396166134,0.6209450679654231,0.6490680490768688,0.0810280402650726,0.0810280402650726,-0.3061959194744802,0.0364391363018434,-0.0125008364181369,669,1565
dataset_basic_daily,HGB,0.0,0.5980830670926518,0.596230745913948,0.6344714044921798,0.035646117456694944,0.035646117456694944,-0.17706135516138688,0.015884604770970867,-0.01250083641813693,549,1565
