date,USA_gdp_value,USA_gdp_days_since_update,UK_gdp_value,UK_gdp_days_since_update
2014-01-01,,,588076.0,33
2014-01-02,,,588076.0,34
2014-01-03,,,588076.0,35
2014-01-06,,,588076.0,38
2014-01-07,,,588076.0,39
2014-01-08,,,588076.0,40
2014-01-09,,,588076.0,41
2014-01-10,,,588076.0,42
2014-01-13,,,588076.0,45
2014-01-14,,,588076.0,46
2014-01-15,,,588076.0,47
2014-01-16,,,588076.0,48
2014-01-17,,,588076.0,49
2014-01-20,,,588076.0,52
2014-01-21,,,588076.0,53
2014-01-22,,,588076.0,54
2014-01-23,,,588076.0,55
2014-01-24,,,588076.0,56
2014-01-27,,,588076.0,59
2014-01-28,,,588076.0,60
2014-01-29,,,588076.0,61
2014-01-30,,,588076.0,62
2014-01-31,,,588076.0,63
2014-02-03,,,588076.0,66
2014-02-04,,,588076.0,67
2014-02-05,,,588076.0,68
2014-02-06,,,588076.0,69
2014-02-07,,,588076.0,70
2014-02-10,,,588076.0,73
2014-02-11,,,588076.0,74
2014-02-12,,,588076.0,75
2014-02-13,,,588076.0,76
2014-02-14,,,588076.0,77
2014-02-17,,,588076.0,80
2014-02-18,,,588076.0,81
2014-02-19,,,588076.0,82
2014-02-20,,,588076.0,83
2014-02-21,,,588076.0,84
2014-02-24,,,588076.0,87
2014-02-25,,,588076.0,88
2014-02-26,,,588076.0,89
2014-02-27,,,588076.0,90
2014-02-28,,,588076.0,91
2014-03-03,,,591954.0,2
2014-03-04,,,591954.0,3
2014-03-05,,,591954.0,4
2014-03-06,,,591954.0,5
2014-03-07,,,591954.0,6
2014-03-10,,,591954.0,9
2014-03-11,,,591954.0,10
2014-03-12,,,591954.0,11
2014-03-13,,,591954.0,12
2014-03-14,,,591954.0,13
2014-03-17,,,591954.0,16
2014-03-18,,,591954.0,17
2014-03-19,,,591954.0,18
2014-03-20,,,591954.0,19
2014-03-21,,,591954.0,20
2014-03-24,,,591954.0,23
2014-03-25,,,591954.0,24
2014-03-26,,,591954.0,25
2014-03-27,,,591954.0,26
2014-03-28,,,591954.0,27
2014-03-31,,,591954.0,30
2014-04-01,,,591954.0,31
2014-04-02,,,591954.0,32
2014-04-03,,,591954.0,33
2014-04-04,,,591954.0,34
2014-04-07,,,591954.0,37
2014-04-08,,,591954.0,38
2014-04-09,,,591954.0,39
2014-04-10,,,591954.0,40
2014-04-11,,,591954.0,41
2014-04-14,,,591954.0,44
2014-04-15,,,591954.0,45
2014-04-16,,,591954.0,46
2014-04-17,,,591954.0,47
2014-04-18,,,591954.0,48
2014-04-21,,,591954.0,51
2014-04-22,,,591954.0,52
2014-04-23,,,591954.0,53
2014-04-24,,,591954.0,54
2014-04-25,,,591954.0,55
2014-04-28,,,591954.0,58
2014-04-29,,,591954.0,59
2014-04-30,17149.6,0.0,591954.0,60
2014-05-01,17149.6,1.0,591954.0,61
2014-05-02,17149.6,2.0,591954.0,62
2014-05-05,17149.6,5.0,591954.0,65
2014-05-06,17149.6,6.0,591954.0,66
2014-05-07,17149.6,7.0,591954.0,67
2014-05-08,17149.6,8.0,591954.0,68
2014-05-09,17149.6,9.0,591954.0,69
2014-05-12,17149.6,12.0,591954.0,72
2014-05-13,17149.6,13.0,591954.0,73
2014-05-14,17149.6,14.0,591954.0,74
2014-05-15,17149.6,15.0,591954.0,75
2014-05-16,17149.6,16.0,591954.0,76
2014-05-19,17149.6,19.0,591954.0,79
2014-05-20,17149.6,20.0,591954.0,80
2014-05-21,17149.6,21.0,591954.0,81
2014-05-22,17149.6,22.0,591954.0,82
2014-05-23,17149.6,23.0,591954.0,83
2014-05-26,17149.6,26.0,591954.0,86
2014-05-27,17149.6,27.0,591954.0,87
2014-05-28,17149.6,28.0,591954.0,88
2014-05-29,17101.3,0.0,591954.0,89
2014-05-30,17101.3,1.0,596696.0,0
2014-06-02,17101.3,4.0,596696.0,3
2014-06-03,17101.3,5.0,596696.0,4
2014-06-04,17101.3,6.0,596696.0,5
2014-06-05,17101.3,7.0,596696.0,6
2014-06-06,17101.3,8.0,596696.0,7
2014-06-09,17101.3,11.0,596696.0,10
2014-06-10,17101.3,12.0,596696.0,11
2014-06-11,17101.3,13.0,596696.0,12
2014-06-12,17101.3,14.0,596696.0,13
2014-06-13,17101.3,15.0,596696.0,14
2014-06-16,17101.3,18.0,596696.0,17
2014-06-17,17101.3,19.0,596696.0,18
2014-06-18,17101.3,20.0,596696.0,19
2014-06-19,17101.3,21.0,596696.0,20
2014-06-20,17101.3,22.0,596696.0,21
2014-06-23,17101.3,25.0,596696.0,24
2014-06-24,17101.3,26.0,596696.0,25
2014-06-25,17016.0,0.0,596696.0,26
2014-06-26,17016.0,1.0,596696.0,27
2014-06-27,17016.0,2.0,596696.0,28
2014-06-30,17016.0,5.0,596696.0,31
2014-07-01,17016.0,6.0,596696.0,32
2014-07-02,17016.0,7.0,596696.0,33
2014-07-03,17016.0,8.0,596696.0,34
2014-07-04,17016.0,9.0,596696.0,35
2014-07-07,17016.0,12.0,596696.0,38
2014-07-08,17016.0,13.0,596696.0,39
2014-07-09,17016.0,14.0,596696.0,40
2014-07-10,17016.0,15.0,596696.0,41
2014-07-11,17016.0,16.0,596696.0,42
2014-07-14,17016.0,19.0,596696.0,45
2014-07-15,17016.0,20.0,596696.0,46
2014-07-16,17016.0,21.0,596696.0,47
2014-07-17,17016.0,22.0,596696.0,48
2014-07-18,17016.0,23.0,596696.0,49
2014-07-21,17016.0,26.0,596696.0,52
2014-07-22,17016.0,27.0,596696.0,53
2014-07-23,17016.0,28.0,596696.0,54
2014-07-24,17016.0,29.0,596696.0,55
2014-07-25,17016.0,30.0,596696.0,56
2014-07-28,17016.0,33.0,596696.0,59
2014-07-29,17016.0,34.0,596696.0,60
2014-07-30,17044.0,0.0,596696.0,61
2014-07-31,17044.0,1.0,596696.0,62
2014-08-01,17044.0,2.0,596696.0,63
2014-08-04,17044.0,5.0,596696.0,66
2014-08-05,17044.0,6.0,596696.0,67
2014-08-06,17044.0,7.0,596696.0,68
2014-08-07,17044.0,8.0,596696.0,69
2014-08-08,17044.0,9.0,596696.0,70
2014-08-11,17044.0,12.0,596696.0,73
2014-08-12,17044.0,13.0,596696.0,74
2014-08-13,17044.0,14.0,596696.0,75
2014-08-14,17044.0,15.0,596696.0,76
2014-08-15,17044.0,16.0,596696.0,77
2014-08-18,17044.0,19.0,596696.0,80
2014-08-19,17044.0,20.0,596696.0,81
2014-08-20,17044.0,21.0,596696.0,82
2014-08-21,17044.0,22.0,596696.0,83
2014-08-22,17044.0,23.0,596696.0,84
2014-08-25,17044.0,26.0,596696.0,87
2014-08-26,17044.0,27.0,596696.0,88
2014-08-27,17044.0,28.0,596696.0,89
2014-08-28,17311.3,0.0,596696.0,90
2014-08-29,17311.3,1.0,602310.0,0
2014-09-01,17311.3,4.0,602310.0,3
2014-09-02,17311.3,5.0,602310.0,4
2014-09-03,17311.3,6.0,602310.0,5
2014-09-04,17311.3,7.0,602310.0,6
2014-09-05,17311.3,8.0,602310.0,7
2014-09-08,17311.3,11.0,602310.0,10
2014-09-09,17311.3,12.0,602310.0,11
2014-09-10,17311.3,13.0,602310.0,12
2014-09-11,17311.3,14.0,602310.0,13
2014-09-12,17311.3,15.0,602310.0,14
2014-09-15,17311.3,18.0,602310.0,17
2014-09-16,17311.3,19.0,602310.0,18
2014-09-17,17311.3,20.0,602310.0,19
2014-09-18,17311.3,21.0,602310.0,20
2014-09-19,17311.3,22.0,602310.0,21
2014-09-22,17311.3,25.0,602310.0,24
2014-09-23,17311.3,26.0,602310.0,25
2014-09-24,17311.3,27.0,602310.0,26
2014-09-25,17311.3,28.0,602310.0,27
2014-09-26,17328.2,0.0,602310.0,28
2014-09-29,17328.2,3.0,602310.0,31
2014-09-30,17328.2,4.0,602310.0,32
2014-10-01,17328.2,5.0,602310.0,33
2014-10-02,17328.2,6.0,602310.0,34
2014-10-03,17328.2,7.0,602310.0,35
2014-10-06,17328.2,10.0,602310.0,38
2014-10-07,17328.2,11.0,602310.0,39
2014-10-08,17328.2,12.0,602310.0,40
2014-10-09,17328.2,13.0,602310.0,41
2014-10-10,17328.2,14.0,602310.0,42
2014-10-13,17328.2,17.0,602310.0,45
2014-10-14,17328.2,18.0,602310.0,46
2014-10-15,17328.2,19.0,602310.0,47
2014-10-16,17328.2,20.0,602310.0,48
2014-10-17,17328.2,21.0,602310.0,49
2014-10-20,17328.2,24.0,602310.0,52
2014-10-21,17328.2,25.0,602310.0,53
2014-10-22,17328.2,26.0,602310.0,54
2014-10-23,17328.2,27.0,602310.0,55
2014-10-24,17328.2,28.0,602310.0,56
2014-10-27,17328.2,31.0,602310.0,59
2014-10-28,17328.2,32.0,602310.0,60
2014-10-29,17328.2,33.0,602310.0,61
2014-10-30,17535.4,0.0,602310.0,62
2014-10-31,17535.4,1.0,602310.0,63
2014-11-03,17535.4,4.0,602310.0,66
2014-11-04,17535.4,5.0,602310.0,67
2014-11-05,17535.4,6.0,602310.0,68
2014-11-06,17535.4,7.0,602310.0,69
2014-11-07,17535.4,8.0,602310.0,70
2014-11-10,17535.4,11.0,602310.0,73
2014-11-11,17535.4,12.0,602310.0,74
2014-11-12,17535.4,13.0,602310.0,75
2014-11-13,17535.4,14.0,602310.0,76
2014-11-14,17535.4,15.0,602310.0,77
2014-11-17,17535.4,18.0,602310.0,80
2014-11-18,17535.4,19.0,602310.0,81
2014-11-19,17535.4,20.0,602310.0,82
2014-11-20,17535.4,21.0,602310.0,83
2014-11-21,17535.4,22.0,602310.0,84
2014-11-24,17535.4,25.0,602310.0,87
2014-11-25,17555.2,0.0,602310.0,88
2014-11-26,17555.2,1.0,602310.0,89
2014-11-27,17555.2,2.0,602310.0,90
2014-11-28,17555.2,3.0,602310.0,91
2014-12-01,17555.2,6.0,607213.0,2
2014-12-02,17555.2,7.0,607213.0,3
2014-12-03,17555.2,8.0,607213.0,4
2014-12-04,17555.2,9.0,607213.0,5
2014-12-05,17555.2,10.0,607213.0,6
2014-12-08,17555.2,13.0,607213.0,9
2014-12-09,17555.2,14.0,607213.0,10
2014-12-10,17555.2,15.0,607213.0,11
2014-12-11,17555.2,16.0,607213.0,12
2014-12-12,17555.2,17.0,607213.0,13
2014-12-15,17555.2,20.0,607213.0,16
2014-12-16,17555.2,21.0,607213.0,17
2014-12-17,17555.2,22.0,607213.0,18
2014-12-18,17555.2,23.0,607213.0,19
2014-12-19,17555.2,24.0,607213.0,20
2014-12-22,17555.2,27.0,607213.0,23
2014-12-23,17599.8,0.0,607213.0,24
2014-12-24,17599.8,1.0,607213.0,25
2014-12-25,17599.8,2.0,607213.0,26
2014-12-26,17599.8,3.0,607213.0,27
2014-12-29,17599.8,6.0,607213.0,30
2014-12-30,17599.8,7.0,607213.0,31
2014-12-31,17599.8,8.0,607213.0,32
2015-01-01,17599.8,9.0,607213.0,33
2015-01-02,17599.8,10.0,607213.0,34
2015-01-05,17599.8,13.0,607213.0,37
2015-01-06,17328.2,0.0,607213.0,38
2015-01-07,17328.2,1.0,607213.0,39
2015-01-08,17328.2,2.0,607213.0,40
2015-01-09,17328.2,3.0,607213.0,41
2015-01-12,17328.2,6.0,607213.0,44
2015-01-13,17328.2,7.0,607213.0,45
2015-01-14,17328.2,8.0,607213.0,46
2015-01-15,17328.2,9.0,607213.0,47
2015-01-16,17328.2,10.0,607213.0,48
2015-01-19,17328.2,13.0,607213.0,51
2015-01-20,17328.2,14.0,607213.0,52
2015-01-21,17328.2,15.0,607213.0,53
2015-01-22,17328.2,16.0,607213.0,54
2015-01-23,17328.2,17.0,607213.0,55
2015-01-26,17328.2,20.0,607213.0,58
2015-01-27,17328.2,21.0,607213.0,59
2015-01-28,17328.2,22.0,607213.0,60
2015-01-29,17328.2,23.0,607213.0,61
2015-01-30,17710.7,0.0,607213.0,62
2015-02-02,17710.7,3.0,607213.0,65
2015-02-03,17710.7,4.0,607213.0,66
2015-02-04,17710.7,5.0,607213.0,67
2015-02-05,17710.7,6.0,607213.0,68
2015-02-06,17710.7,7.0,607213.0,69
2015-02-09,17710.7,10.0,607213.0,72
2015-02-10,17710.7,11.0,607213.0,73
2015-02-11,17710.7,12.0,607213.0,74
2015-02-12,17710.7,13.0,607213.0,75
2015-02-13,17710.7,14.0,607213.0,76
2015-02-16,17710.7,17.0,607213.0,79
2015-02-17,17710.7,18.0,607213.0,80
2015-02-18,17710.7,19.0,607213.0,81
2015-02-19,17710.7,20.0,607213.0,82
2015-02-20,17710.7,21.0,607213.0,83
2015-02-23,17710.7,24.0,607213.0,86
2015-02-24,17710.7,25.0,607213.0,87
2015-02-25,17710.7,26.0,607213.0,88
2015-02-26,17710.7,27.0,607213.0,89
2015-02-27,17701.3,0.0,607213.0,90
2015-03-02,17701.3,3.0,611220.0,1
2015-03-03,17701.3,4.0,611220.0,2
2015-03-04,17701.3,5.0,611220.0,3
2015-03-05,17701.3,6.0,611220.0,4
2015-03-06,17701.3,7.0,611220.0,5
2015-03-09,17701.3,10.0,611220.0,8
2015-03-10,17701.3,11.0,611220.0,9
2015-03-11,17701.3,12.0,611220.0,10
2015-03-12,17701.3,13.0,611220.0,11
2015-03-13,17701.3,14.0,611220.0,12
2015-03-16,17701.3,17.0,611220.0,15
2015-03-17,17701.3,18.0,611220.0,16
2015-03-18,17701.3,19.0,611220.0,17
2015-03-19,17701.3,20.0,611220.0,18
2015-03-20,17701.3,21.0,611220.0,19
2015-03-23,17701.3,24.0,611220.0,22
2015-03-24,17701.3,25.0,611220.0,23
2015-03-25,17701.3,26.0,611220.0,24
2015-03-26,17701.3,27.0,611220.0,25
2015-03-27,17703.7,0.0,611220.0,26
2015-03-30,17703.7,3.0,611220.0,29
2015-03-31,17703.7,4.0,611220.0,30
2015-04-01,17703.7,5.0,611220.0,31
2015-04-02,17703.7,6.0,611220.0,32
2015-04-03,17703.7,7.0,611220.0,33
2015-04-06,17703.7,10.0,611220.0,36
2015-04-07,17703.7,11.0,611220.0,37
2015-04-08,17703.7,12.0,611220.0,38
2015-04-09,17703.7,13.0,611220.0,39
2015-04-10,17703.7,14.0,611220.0,40
2015-04-13,17703.7,17.0,611220.0,43
2015-04-14,17703.7,18.0,611220.0,44
2015-04-15,17703.7,19.0,611220.0,45
2015-04-16,17703.7,20.0,611220.0,46
2015-04-17,17703.7,21.0,611220.0,47
2015-04-20,17703.7,24.0,611220.0,50
2015-04-21,17703.7,25.0,611220.0,51
2015-04-22,17703.7,26.0,611220.0,52
2015-04-23,17703.7,27.0,611220.0,53
2015-04-24,17703.7,28.0,611220.0,54
2015-04-27,17703.7,31.0,611220.0,57
2015-04-28,17703.7,32.0,611220.0,58
2015-04-29,17710.0,0.0,611220.0,59
2015-04-30,17710.0,1.0,611220.0,60
2015-05-01,17710.0,2.0,611220.0,61
2015-05-04,17710.0,5.0,611220.0,64
2015-05-05,17710.0,6.0,611220.0,65
2015-05-06,17710.0,7.0,611220.0,66
2015-05-07,17710.0,8.0,611220.0,67
2015-05-08,17710.0,9.0,611220.0,68
2015-05-11,17710.0,12.0,611220.0,71
2015-05-12,17710.0,13.0,611220.0,72
2015-05-13,17710.0,14.0,611220.0,73
2015-05-14,17710.0,15.0,611220.0,74
2015-05-15,17710.0,16.0,611220.0,75
2015-05-18,17710.0,19.0,611220.0,78
2015-05-19,17710.0,20.0,611220.0,79
2015-05-20,17710.0,21.0,611220.0,80
2015-05-21,17710.0,22.0,611220.0,81
2015-05-22,17710.0,23.0,611220.0,82
2015-05-25,17710.0,26.0,611220.0,85
2015-05-26,17710.0,27.0,611220.0,86
2015-05-27,17710.0,28.0,611220.0,87
2015-05-28,17710.0,29.0,611220.0,88
2015-05-29,17665.0,0.0,611220.0,89
2015-06-01,17665.0,3.0,613076.0,2
2015-06-02,17665.0,4.0,613076.0,3
2015-06-03,17665.0,5.0,613076.0,4
2015-06-04,17665.0,6.0,613076.0,5
2015-06-05,17665.0,7.0,613076.0,6
2015-06-08,17665.0,10.0,613076.0,9
2015-06-09,17665.0,11.0,613076.0,10
2015-06-10,17665.0,12.0,613076.0,11
2015-06-11,17665.0,13.0,613076.0,12
2015-06-12,17665.0,14.0,613076.0,13
2015-06-15,17665.0,17.0,613076.0,16
2015-06-16,17665.0,18.0,613076.0,17
2015-06-17,17665.0,19.0,613076.0,18
2015-06-18,17665.0,20.0,613076.0,19
2015-06-19,17665.0,21.0,613076.0,20
2015-06-22,17665.0,24.0,613076.0,23
2015-06-23,17665.0,25.0,613076.0,24
2015-06-24,17693.3,0.0,613076.0,25
2015-06-25,17693.3,1.0,613076.0,26
2015-06-26,17693.3,2.0,613076.0,27
2015-06-29,17693.3,5.0,613076.0,30
2015-06-30,17693.3,6.0,613076.0,31
2015-07-01,17693.3,7.0,613076.0,32
2015-07-02,17693.3,8.0,613076.0,33
2015-07-03,17693.3,9.0,613076.0,34
2015-07-06,17693.3,12.0,613076.0,37
2015-07-07,17693.3,13.0,613076.0,38
2015-07-08,17693.3,14.0,613076.0,39
2015-07-09,17693.3,15.0,613076.0,40
2015-07-10,17693.3,16.0,613076.0,41
2015-07-13,17693.3,19.0,613076.0,44
2015-07-14,17693.3,20.0,613076.0,45
2015-07-15,17693.3,21.0,613076.0,46
2015-07-16,17693.3,22.0,613076.0,47
2015-07-17,17693.3,23.0,613076.0,48
2015-07-20,17693.3,26.0,613076.0,51
2015-07-21,17693.3,27.0,613076.0,52
2015-07-22,17693.3,28.0,613076.0,53
2015-07-23,17693.3,29.0,613076.0,54
2015-07-24,17693.3,30.0,613076.0,55
2015-07-27,17693.3,33.0,613076.0,58
2015-07-28,17693.3,34.0,613076.0,59
2015-07-29,17693.3,35.0,613076.0,60
2015-07-30,17270.0,0.0,613076.0,61
2015-07-31,17270.0,1.0,613076.0,62
2015-08-03,17270.0,4.0,613076.0,65
2015-08-04,17270.0,5.0,613076.0,66
2015-08-05,17270.0,6.0,613076.0,67
2015-08-06,17270.0,7.0,613076.0,68
2015-08-07,17270.0,8.0,613076.0,69
2015-08-10,17270.0,11.0,613076.0,72
2015-08-11,17270.0,12.0,613076.0,73
2015-08-12,17270.0,13.0,613076.0,74
2015-08-13,17270.0,14.0,613076.0,75
2015-08-14,17270.0,15.0,613076.0,76
2015-08-17,17270.0,18.0,613076.0,79
2015-08-18,17270.0,19.0,613076.0,80
2015-08-19,17270.0,20.0,613076.0,81
2015-08-20,17270.0,21.0,613076.0,82
2015-08-21,17270.0,22.0,613076.0,83
2015-08-24,17270.0,25.0,613076.0,86
2015-08-25,17270.0,26.0,613076.0,87
2015-08-26,17270.0,27.0,613076.0,88
2015-08-27,17902.0,0.0,613076.0,89
2015-08-28,17902.0,1.0,613076.0,90
2015-08-31,17902.0,4.0,615875.0,2
2015-09-01,17902.0,5.0,615875.0,3
2015-09-02,17902.0,6.0,615875.0,4
2015-09-03,17902.0,7.0,615875.0,5
2015-09-04,17902.0,8.0,615875.0,6
2015-09-07,17902.0,11.0,615875.0,9
2015-09-08,17902.0,12.0,615875.0,10
2015-09-09,17902.0,13.0,615875.0,11
2015-09-10,17902.0,14.0,615875.0,12
2015-09-11,17902.0,15.0,615875.0,13
2015-09-14,17902.0,18.0,615875.0,16
2015-09-15,17902.0,19.0,615875.0,17
2015-09-16,17902.0,20.0,615875.0,18
2015-09-17,17902.0,21.0,615875.0,19
2015-09-18,17902.0,22.0,615875.0,20
2015-09-21,17902.0,25.0,615875.0,23
2015-09-22,17902.0,26.0,615875.0,24
2015-09-23,17902.0,27.0,615875.0,25
2015-09-24,17902.0,28.0,615875.0,26
2015-09-25,17913.7,0.0,615875.0,27
2015-09-28,17913.7,3.0,615875.0,30
2015-09-29,17913.7,4.0,615875.0,31
2015-09-30,17913.7,5.0,615875.0,32
2015-10-01,17913.7,6.0,615875.0,33
2015-10-02,17913.7,7.0,615875.0,34
2015-10-05,17913.7,10.0,615875.0,37
2015-10-06,17913.7,11.0,615875.0,38
2015-10-07,17913.7,12.0,615875.0,39
2015-10-08,17913.7,13.0,615875.0,40
2015-10-09,17913.7,14.0,615875.0,41
2015-10-12,17913.7,17.0,615875.0,44
2015-10-13,17913.7,18.0,615875.0,45
2015-10-14,17913.7,19.0,615875.0,46
2015-10-15,17913.7,20.0,615875.0,47
2015-10-16,17913.7,21.0,615875.0,48
2015-10-19,17913.7,24.0,615875.0,51
2015-10-20,17913.7,25.0,615875.0,52
2015-10-21,17913.7,26.0,615875.0,53
2015-10-22,17913.7,27.0,615875.0,54
2015-10-23,17913.7,28.0,615875.0,55
2015-10-26,17913.7,31.0,615875.0,58
2015-10-27,17913.7,32.0,615875.0,59
2015-10-28,17913.7,33.0,615875.0,60
2015-10-29,18034.8,0.0,615875.0,61
2015-10-30,18034.8,1.0,615875.0,62
2015-11-02,18034.8,4.0,615875.0,65
2015-11-03,18034.8,5.0,615875.0,66
2015-11-04,18034.8,6.0,615875.0,67
2015-11-05,18034.8,7.0,615875.0,68
2015-11-06,18034.8,8.0,615875.0,69
2015-11-09,18034.8,11.0,615875.0,72
2015-11-10,18034.8,12.0,615875.0,73
2015-11-11,18034.8,13.0,615875.0,74
2015-11-12,18034.8,14.0,615875.0,75
2015-11-13,18034.8,15.0,615875.0,76
2015-11-16,18034.8,18.0,615875.0,79
2015-11-17,18034.8,19.0,615875.0,80
2015-11-18,18034.8,20.0,615875.0,81
2015-11-19,18034.8,21.0,615875.0,82
2015-11-20,18034.8,22.0,615875.0,83
2015-11-23,18034.8,25.0,615875.0,86
2015-11-24,18064.7,0.0,615875.0,87
2015-11-25,18064.7,1.0,615875.0,88
2015-11-26,18064.7,2.0,615875.0,89
2015-11-27,18064.7,3.0,615875.0,90
2015-11-30,18064.7,6.0,618263.0,1
2015-12-01,18064.7,7.0,618263.0,2
2015-12-02,18064.7,8.0,618263.0,3
2015-12-03,18064.7,9.0,618263.0,4
2015-12-04,18064.7,10.0,618263.0,5
2015-12-07,18064.7,13.0,618263.0,8
2015-12-08,18064.7,14.0,618263.0,9
2015-12-09,18064.7,15.0,618263.0,10
2015-12-10,18064.7,16.0,618263.0,11
2015-12-11,18064.7,17.0,618263.0,12
2015-12-14,18064.7,20.0,618263.0,15
2015-12-15,18064.7,21.0,618263.0,16
2015-12-16,18064.7,22.0,618263.0,17
2015-12-17,18064.7,23.0,618263.0,18
2015-12-18,18064.7,24.0,618263.0,19
2015-12-21,18064.7,27.0,618263.0,22
2015-12-22,18060.2,0.0,618263.0,23
2015-12-23,18060.2,1.0,618263.0,24
2015-12-24,18060.2,2.0,618263.0,25
2015-12-25,18060.2,3.0,618263.0,26
2015-12-28,18060.2,6.0,618263.0,29
2015-12-29,18060.2,7.0,618263.0,30
2015-12-30,18060.2,8.0,618263.0,31
2015-12-31,18060.2,9.0,618263.0,32
2016-01-01,18060.2,10.0,618263.0,33
2016-01-04,18060.2,13.0,618263.0,36
2016-01-05,18060.2,14.0,618263.0,37
2016-01-06,18060.2,15.0,618263.0,38
2016-01-07,18060.2,16.0,618263.0,39
2016-01-08,18060.2,17.0,618263.0,40
2016-01-11,18060.2,20.0,618263.0,43
2016-01-12,18060.2,21.0,618263.0,44
2016-01-13,18060.2,22.0,618263.0,45
2016-01-14,18060.2,23.0,618263.0,46
2016-01-15,18060.2,24.0,618263.0,47
2016-01-18,18060.2,27.0,618263.0,50
2016-01-19,18060.2,28.0,618263.0,51
2016-01-20,18060.2,29.0,618263.0,52
2016-01-21,18060.2,30.0,618263.0,53
2016-01-22,18060.2,31.0,618263.0,54
2016-01-25,18060.2,34.0,618263.0,57
2016-01-26,18060.2,35.0,618263.0,58
2016-01-27,18060.2,36.0,618263.0,59
2016-01-28,18060.2,37.0,618263.0,60
2016-01-29,18128.2,0.0,618263.0,61
2016-02-01,18128.2,3.0,618263.0,64
2016-02-02,18128.2,4.0,618263.0,65
2016-02-03,18128.2,5.0,618263.0,66
2016-02-04,18128.2,6.0,618263.0,67
2016-02-05,18128.2,7.0,618263.0,68
2016-02-08,18128.2,10.0,618263.0,71
2016-02-09,18128.2,11.0,618263.0,72
2016-02-10,18128.2,12.0,618263.0,73
2016-02-11,18128.2,13.0,618263.0,74
2016-02-12,18128.2,14.0,618263.0,75
2016-02-15,18128.2,17.0,618263.0,78
2016-02-16,18128.2,18.0,618263.0,79
2016-02-17,18128.2,19.0,618263.0,80
2016-02-18,18128.2,20.0,618263.0,81
2016-02-19,18128.2,21.0,618263.0,82
2016-02-22,18128.2,24.0,618263.0,85
2016-02-23,18128.2,25.0,618263.0,86
2016-02-24,18128.2,26.0,618263.0,87
2016-02-25,18128.2,27.0,618263.0,88
2016-02-26,18148.4,0.0,618263.0,89
2016-02-29,18148.4,3.0,621968.0,0
2016-03-01,18148.4,4.0,621968.0,1
2016-03-02,18148.4,5.0,621968.0,2
2016-03-03,18148.4,6.0,621968.0,3
2016-03-04,18148.4,7.0,621968.0,4
2016-03-07,18148.4,10.0,621968.0,7
2016-03-08,18148.4,11.0,621968.0,8
2016-03-09,18148.4,12.0,621968.0,9
2016-03-10,18148.4,13.0,621968.0,10
2016-03-11,18148.4,14.0,621968.0,11
2016-03-14,18148.4,17.0,621968.0,14
2016-03-15,18148.4,18.0,621968.0,15
2016-03-16,18148.4,19.0,621968.0,16
2016-03-17,18148.4,20.0,621968.0,17
2016-03-18,18148.4,21.0,621968.0,18
2016-03-21,18148.4,24.0,621968.0,21
2016-03-22,18148.4,25.0,621968.0,22
2016-03-23,18148.4,26.0,621968.0,23
2016-03-24,18148.4,27.0,621968.0,24
2016-03-25,18164.8,0.0,621968.0,25
2016-03-28,18164.8,3.0,621968.0,28
2016-03-29,18164.8,4.0,621968.0,29
2016-03-30,18164.8,5.0,621968.0,30
2016-03-31,18164.8,6.0,621968.0,31
2016-04-01,18164.8,7.0,621968.0,32
2016-04-04,18164.8,10.0,621968.0,35
2016-04-05,18164.8,11.0,621968.0,36
2016-04-06,18164.8,12.0,621968.0,37
2016-04-07,18164.8,13.0,621968.0,38
2016-04-08,18164.8,14.0,621968.0,39
2016-04-11,18164.8,17.0,621968.0,42
2016-04-12,18164.8,18.0,621968.0,43
2016-04-13,18164.8,19.0,621968.0,44
2016-04-14,18164.8,20.0,621968.0,45
2016-04-15,18164.8,21.0,621968.0,46
2016-04-18,18164.8,24.0,621968.0,49
2016-04-19,18164.8,25.0,621968.0,50
2016-04-20,18164.8,26.0,621968.0,51
2016-04-21,18164.8,27.0,621968.0,52
2016-04-22,18164.8,28.0,621968.0,53
2016-04-25,18164.8,31.0,621968.0,56
2016-04-26,18164.8,32.0,621968.0,57
2016-04-27,18164.8,33.0,621968.0,58
2016-04-28,18221.1,0.0,621968.0,59
2016-04-29,18221.1,1.0,621968.0,60
2016-05-02,18221.1,4.0,621968.0,63
2016-05-03,18221.1,5.0,621968.0,64
2016-05-04,18221.1,6.0,621968.0,65
2016-05-05,18221.1,7.0,621968.0,66
2016-05-06,18221.1,8.0,621968.0,67
2016-05-09,18221.1,11.0,621968.0,70
2016-05-10,18221.1,12.0,621968.0,71
2016-05-11,18221.1,13.0,621968.0,72
2016-05-12,18221.1,14.0,621968.0,73
2016-05-13,18221.1,15.0,621968.0,74
2016-05-16,18221.1,18.0,621968.0,77
2016-05-17,18221.1,19.0,621968.0,78
2016-05-18,18221.1,20.0,621968.0,79
2016-05-19,18221.1,21.0,621968.0,80
2016-05-20,18221.1,22.0,621968.0,81
2016-05-23,18221.1,25.0,621968.0,84
2016-05-24,18221.1,26.0,621968.0,85
2016-05-25,18221.1,27.0,621968.0,86
2016-05-26,18221.1,28.0,621968.0,87
2016-05-27,18229.5,0.0,621968.0,88
2016-05-30,18229.5,3.0,625099.0,0
2016-05-31,18229.5,4.0,625099.0,1
2016-06-01,18229.5,5.0,625099.0,2
2016-06-02,18229.5,6.0,625099.0,3
