date,USA_gdp_value,USA_gdp_days_since_update,UK_gdp_value,UK_gdp_days_since_update
2024-05-09,28284.498,14.0,685628.0,70
2024-05-10,28284.498,15.0,685628.0,71
2024-05-13,28284.498,18.0,685628.0,74
2024-05-14,28284.498,19.0,685628.0,75
2024-05-15,28284.498,20.0,685628.0,76
2024-05-16,28284.498,21.0,685628.0,77
2024-05-17,28284.498,22.0,685628.0,78
2024-05-20,28284.498,25.0,685628.0,81
2024-05-21,28284.498,26.0,685628.0,82
2024-05-22,28284.498,27.0,685628.0,83
2024-05-23,28284.498,28.0,685628.0,84
2024-05-24,28284.498,29.0,685628.0,85
2024-05-27,28284.498,32.0,685628.0,88
2024-05-28,28284.498,33.0,685628.0,89
2024-05-29,28284.498,34.0,685628.0,90
2024-05-30,28255.928,0.0,690605.0,0
2024-05-31,28255.928,1.0,690605.0,1
2024-06-03,28255.928,4.0,690605.0,4
2024-06-04,28255.928,5.0,690605.0,5
2024-06-05,28255.928,6.0,690605.0,6
2024-06-06,28255.928,7.0,690605.0,7
2024-06-07,28255.928,8.0,690605.0,8
2024-06-10,28255.928,11.0,690605.0,11
2024-06-11,28255.928,12.0,690605.0,12
2024-06-12,28255.928,13.0,690605.0,13
2024-06-13,28255.928,14.0,690605.0,14
2024-06-14,28255.928,15.0,690605.0,15
2024-06-17,28255.928,18.0,690605.0,18
2024-06-18,28255.928,19.0,690605.0,19
2024-06-19,28255.928,20.0,690605.0,20
2024-06-20,28255.928,21.0,690605.0,21
2024-06-21,28255.928,22.0,690605.0,22
2024-06-24,28255.928,25.0,690605.0,25
2024-06-25,28255.928,26.0,690605.0,26
2024-06-26,28255.928,27.0,690605.0,27
2024-06-27,28269.174,0.0,690605.0,28
2024-06-28,28269.174,1.0,690605.0,29
2024-07-01,28269.174,4.0,690605.0,32
2024-07-02,28269.174,5.0,690605.0,33
2024-07-03,28269.174,6.0,690605.0,34
2024-07-04,28269.174,7.0,690605.0,35
2024-07-05,28269.174,8.0,690605.0,36
2024-07-08,28269.174,11.0,690605.0,39
2024-07-09,28269.174,12.0,690605.0,40
2024-07-10,28269.174,13.0,690605.0,41
2024-07-11,28269.174,14.0,690605.0,42
2024-07-12,28269.174,15.0,690605.0,43
2024-07-15,28269.174,18.0,690605.0,46
2024-07-16,28269.174,19.0,690605.0,47
2024-07-17,28269.174,20.0,690605.0,48
2024-07-18,28269.174,21.0,690605.0,49
2024-07-19,28269.174,22.0,690605.0,50
2024-07-22,28269.174,25.0,690605.0,53
2024-07-23,28269.174,26.0,690605.0,54
2024-07-24,28269.174,27.0,690605.0,55
2024-07-25,28629.153,0.0,690605.0,56
2024-07-26,28629.153,1.0,690605.0,57
2024-07-29,28629.153,4.0,690605.0,60
2024-07-30,28629.153,5.0,690605.0,61
2024-07-31,28629.153,6.0,690605.0,62
2024-08-01,28629.153,7.0,690605.0,63
2024-08-02,28629.153,8.0,690605.0,64
2024-08-05,28629.153,11.0,690605.0,67
2024-08-06,28629.153,12.0,690605.0,68
2024-08-07,28629.153,13.0,690605.0,69
2024-08-08,28629.153,14.0,690605.0,70
2024-08-09,28629.153,15.0,690605.0,71
2024-08-12,28629.153,18.0,690605.0,74
2024-08-13,28629.153,19.0,690605.0,75
2024-08-14,28629.153,20.0,690605.0,76
2024-08-15,28629.153,21.0,690605.0,77
2024-08-16,28629.153,22.0,690605.0,78
2024-08-19,28629.153,25.0,690605.0,81
2024-08-20,28629.153,26.0,690605.0,82
2024-08-21,28629.153,27.0,690605.0,83
2024-08-22,28629.153,28.0,690605.0,84
2024-08-23,28629.153,29.0,690605.0,85
2024-08-26,28629.153,32.0,690605.0,88
2024-08-27,28629.153,33.0,690605.0,89
2024-08-28,28629.153,34.0,690605.0,90
2024-08-29,28652.337,0.0,694810.0,0
2024-08-30,28652.337,1.0,694810.0,1
2024-09-02,28652.337,4.0,694810.0,4
2024-09-03,28652.337,5.0,694810.0,5
2024-09-04,28652.337,6.0,694810.0,6
2024-09-05,28652.337,7.0,694810.0,7
2024-09-06,28652.337,8.0,694810.0,8
2024-09-09,28652.337,11.0,694810.0,11
2024-09-10,28652.337,12.0,694810.0,12
2024-09-11,28652.337,13.0,694810.0,13
2024-09-12,28652.337,14.0,694810.0,14
2024-09-13,28652.337,15.0,694810.0,15
2024-09-16,28652.337,18.0,694810.0,18
2024-09-17,28652.337,19.0,694810.0,19
2024-09-18,28652.337,20.0,694810.0,20
2024-09-19,28652.337,21.0,694810.0,21
2024-09-20,28652.337,22.0,694810.0,22
2024-09-23,28652.337,25.0,694810.0,25
2024-09-24,28652.337,26.0,694810.0,26
2024-09-25,28652.337,27.0,694810.0,27
2024-09-26,26734.277,0.0,694810.0,28
2024-09-27,26734.277,1.0,694810.0,29
2024-09-30,26734.277,4.0,694810.0,32
2024-10-01,26734.277,5.0,694810.0,33
2024-10-02,26734.277,6.0,694810.0,34
2024-10-03,26734.277,7.0,694810.0,35
2024-10-04,26734.277,8.0,694810.0,36
2024-10-07,26734.277,11.0,694810.0,39
2024-10-08,26734.277,12.0,694810.0,40
2024-10-09,26734.277,13.0,694810.0,41
2024-10-10,26734.277,14.0,694810.0,42
2024-10-11,26734.277,15.0,694810.0,43
2024-10-14,26734.277,18.0,694810.0,46
2024-10-15,26734.277,19.0,694810.0,47
2024-10-16,26734.277,20.0,694810.0,48
2024-10-17,26734.277,21.0,694810.0,49
2024-10-18,26734.277,22.0,694810.0,50
2024-10-21,26734.277,25.0,694810.0,53
2024-10-22,26734.277,26.0,694810.0,54
2024-10-23,26734.277,27.0,694810.0,55
2024-10-24,26734.277,28.0,694810.0,56
2024-10-25,26734.277,29.0,694810.0,57
2024-10-28,26734.277,32.0,694810.0,60
2024-10-29,26734.277,33.0,694810.0,61
2024-10-30,29349.924,0.0,694810.0,62
2024-10-31,29349.924,1.0,694810.0,63
2024-11-01,29349.924,2.0,694810.0,64
2024-11-04,29349.924,5.0,694810.0,67
2024-11-05,29349.924,6.0,694810.0,68
2024-11-06,29349.924,7.0,694810.0,69
2024-11-07,29349.924,8.0,694810.0,70
2024-11-08,29349.924,9.0,694810.0,71
2024-11-11,29349.924,12.0,694810.0,74
2024-11-12,29349.924,13.0,694810.0,75
2024-11-13,29349.924,14.0,694810.0,76
2024-11-14,29349.924,15.0,694810.0,77
2024-11-15,29349.924,16.0,694810.0,78
2024-11-18,29349.924,19.0,694810.0,81
2024-11-19,29349.924,20.0,694810.0,82
2024-11-20,29349.924,21.0,694810.0,83
2024-11-21,29349.924,22.0,694810.0,84
2024-11-22,29349.924,23.0,694810.0,85
2024-11-25,29349.924,26.0,694810.0,88
2024-11-26,29349.924,27.0,694810.0,89
2024-11-27,29354.321,0.0,694810.0,90
2024-11-28,29354.321,1.0,694810.0,91
2024-11-29,29354.321,2.0,696183.0,0
2024-12-02,29354.321,5.0,696183.0,3
2024-12-03,29354.321,6.0,696183.0,4
2024-12-04,29354.321,7.0,696183.0,5
2024-12-05,29354.321,8.0,696183.0,6
2024-12-06,29354.321,9.0,696183.0,7
2024-12-09,29354.321,12.0,696183.0,10
2024-12-10,29354.321,13.0,696183.0,11
2024-12-11,29354.321,14.0,696183.0,12
2024-12-12,29354.321,15.0,696183.0,13
2024-12-13,29354.321,16.0,696183.0,14
2024-12-16,29354.321,19.0,696183.0,17
2024-12-17,29354.321,20.0,696183.0,18
2024-12-18,29354.321,21.0,696183.0,19
2024-12-19,29374.914,0.0,696183.0,20
2024-12-20,29374.914,1.0,696183.0,21
2024-12-23,29374.914,4.0,696183.0,24
2024-12-24,29374.914,5.0,696183.0,25
2024-12-25,29374.914,6.0,696183.0,26
2024-12-26,29374.914,7.0,696183.0,27
2024-12-27,29374.914,8.0,696183.0,28
2024-12-30,29374.914,11.0,696183.0,31
2024-12-31,29374.914,12.0,696183.0,32
