date,USA_cpi_value,USA_cpi_days_since_update,UK_cpi_value,UK_cpi_days_since_update,USA_cpi_yoy,USA_cpi_yoy_days_since_update,UK_cpi_yoy,UK_cpi_yoy_days_since_update,UK_cpi_yoy_log
2019-10-22,256.358,12.0,108.4,10,1.6844977040391562,12.0,1.7840375586854584,10.0,0.5788790870110133
2019-10-23,256.358,13.0,108.4,11,1.6844977040391562,13.0,1.7840375586854584,11.0,0.5788790870110133
2019-10-24,256.358,14.0,108.4,12,1.6844977040391562,14.0,1.7840375586854584,12.0,0.5788790870110133
2019-10-25,256.358,15.0,108.4,13,1.6844977040391562,15.0,1.7840375586854584,13.0,0.5788790870110133
2019-10-28,256.358,18.0,108.4,16,1.6844977040391562,18.0,1.7840375586854584,16.0,0.5788790870110133
2019-10-29,256.358,19.0,108.4,17,1.6844977040391562,19.0,1.7840375586854584,17.0,0.5788790870110133
2019-10-30,256.358,20.0,108.4,18,1.6844977040391562,20.0,1.7840375586854584,18.0,0.5788790870110133
2019-10-31,256.358,21.0,108.4,19,1.6844977040391562,21.0,1.7840375586854584,19.0,0.5788790870110133
2019-11-01,256.358,22.0,108.4,20,1.6844977040391562,22.0,1.7840375586854584,20.0,0.5788790870110133
2019-11-04,256.358,25.0,108.4,23,1.6844977040391562,25.0,1.7840375586854584,23.0,0.5788790870110133
2019-11-05,256.358,26.0,108.4,24,1.6844977040391562,26.0,1.7840375586854584,24.0,0.5788790870110133
2019-11-06,256.358,27.0,108.4,25,1.6844977040391562,27.0,1.7840375586854584,25.0,0.5788790870110133
2019-11-07,256.358,28.0,108.4,26,1.6844977040391562,28.0,1.7840375586854584,26.0,0.5788790870110133
2019-11-08,256.358,29.0,108.4,27,1.6844977040391562,29.0,1.7840375586854584,27.0,0.5788790870110133
2019-11-11,256.358,32.0,108.5,0,1.6844977040391562,32.0,1.7823639774859235,0.0,0.577940560428739
2019-11-12,256.358,33.0,108.5,1,1.6844977040391562,33.0,1.7823639774859235,1.0,0.577940560428739
2019-11-13,257.271,0.0,108.5,2,1.7339736996186295,0.0,1.7823639774859235,2.0,0.577940560428739
2019-11-14,257.271,1.0,108.5,3,1.7339736996186295,1.0,1.7823639774859235,3.0,0.577940560428739
2019-11-15,257.271,2.0,108.5,4,1.7339736996186295,2.0,1.7823639774859235,4.0,0.577940560428739
2019-11-18,257.271,5.0,108.5,7,1.7339736996186295,5.0,1.7823639774859235,7.0,0.577940560428739
2019-11-19,257.271,6.0,108.5,8,1.7339736996186295,6.0,1.7823639774859235,8.0,0.577940560428739
2019-11-20,257.271,7.0,108.5,9,1.7339736996186295,7.0,1.7823639774859235,9.0,0.577940560428739
2019-11-21,257.271,8.0,108.5,10,1.7339736996186295,8.0,1.7823639774859235,10.0,0.577940560428739
2019-11-22,257.271,9.0,108.5,11,1.7339736996186295,9.0,1.7823639774859235,11.0,0.577940560428739
2019-11-25,257.271,12.0,108.5,14,1.7339736996186295,12.0,1.7823639774859235,14.0,0.577940560428739
2019-11-26,257.271,13.0,108.5,15,1.7339736996186295,13.0,1.7823639774859235,15.0,0.577940560428739
2019-11-27,257.271,14.0,108.5,16,1.7339736996186295,14.0,1.7823639774859235,16.0,0.577940560428739
2019-11-28,257.271,15.0,108.5,17,1.7339736996186295,15.0,1.7823639774859235,17.0,0.577940560428739
2019-11-29,257.271,16.0,108.5,18,1.7339736996186295,16.0,1.7823639774859235,18.0,0.577940560428739
2019-12-02,257.271,19.0,108.5,21,1.7339736996186295,19.0,1.7823639774859235,21.0,0.577940560428739
2019-12-03,257.271,20.0,108.5,22,1.7339736996186295,20.0,1.7823639774859235,22.0,0.577940560428739
2019-12-04,257.271,21.0,108.5,23,1.7339736996186295,21.0,1.7823639774859235,23.0,0.577940560428739
2019-12-05,257.271,22.0,108.5,24,1.7339736996186295,22.0,1.7823639774859235,24.0,0.577940560428739
2019-12-06,257.271,23.0,108.5,25,1.7339736996186295,23.0,1.7823639774859235,25.0,0.577940560428739
2019-12-09,257.271,26.0,108.5,28,1.7339736996186295,26.0,1.7823639774859235,28.0,0.577940560428739
2019-12-10,257.271,27.0,108.5,29,1.7339736996186295,27.0,1.7823639774859235,29.0,0.577940560428739
2019-12-11,257.936,0.0,108.5,30,2.092290394862917,0.0,1.7823639774859235,30.0,0.577940560428739
2019-12-12,257.936,1.0,108.3,0,2.092290394862917,1.0,1.4995313964386137,0.0,0.40515265692611974
2019-12-13,257.936,2.0,108.3,1,2.092290394862917,2.0,1.4995313964386137,1.0,0.40515265692611974
2019-12-16,257.936,5.0,108.3,4,2.092290394862917,5.0,1.4995313964386137,4.0,0.40515265692611974
2019-12-17,257.936,6.0,108.3,5,2.092290394862917,6.0,1.4995313964386137,5.0,0.40515265692611974
2019-12-18,257.936,7.0,108.3,6,2.092290394862917,7.0,1.4995313964386137,6.0,0.40515265692611974
2019-12-19,257.936,8.0,108.3,7,2.092290394862917,8.0,1.4995313964386137,7.0,0.40515265692611974
2019-12-20,257.936,9.0,108.3,8,2.092290394862917,9.0,1.4995313964386137,8.0,0.40515265692611974
2019-12-23,257.936,12.0,108.3,11,2.092290394862917,12.0,1.4995313964386137,11.0,0.40515265692611974
2019-12-24,257.936,13.0,108.3,12,2.092290394862917,13.0,1.4995313964386137,12.0,0.40515265692611974
2019-12-25,257.936,14.0,108.3,13,2.092290394862917,14.0,1.4995313964386137,13.0,0.40515265692611974
2019-12-26,257.936,15.0,108.3,14,2.092290394862917,15.0,1.4995313964386137,14.0,0.40515265692611974
2019-12-27,257.936,16.0,108.3,15,2.092290394862917,16.0,1.4995313964386137,15.0,0.40515265692611974
2019-12-30,257.936,19.0,108.3,18,2.092290394862917,19.0,1.4995313964386137,18.0,0.40515265692611974
2019-12-31,257.936,20.0,108.3,19,2.092290394862917,20.0,1.4995313964386137,19.0,0.40515265692611974
2020-01-01,257.936,21.0,108.3,20,2.092290394862917,21.0,1.4995313964386137,20.0,0.40515265692611974
2020-01-02,257.936,22.0,108.3,21,2.092290394862917,22.0,1.4995313964386137,21.0,0.40515265692611974
2020-01-03,257.936,23.0,108.3,22,2.092290394862917,23.0,1.4995313964386137,22.0,0.40515265692611974
2020-01-06,257.936,26.0,108.3,25,2.092290394862917,26.0,1.4995313964386137,25.0,0.40515265692611974
2020-01-07,257.936,27.0,108.3,26,2.092290394862917,27.0,1.4995313964386137,26.0,0.40515265692611974
2020-01-08,257.936,28.0,108.3,27,2.092290394862917,28.0,1.4995313964386137,27.0,0.40515265692611974
2020-01-09,257.936,29.0,108.3,28,2.092290394862917,29.0,1.4995313964386137,28.0,0.40515265692611974
2020-01-10,257.936,30.0,108.3,29,2.092290394862917,30.0,1.4995313964386137,29.0,0.40515265692611974
2020-01-13,257.936,33.0,108.5,2,2.092290394862917,33.0,1.4018691588784993,2.0,0.33780645963434575
2020-01-14,258.501,0.0,108.5,3,2.3195274699624457,0.0,1.4018691588784993,3.0,0.33780645963434575
2020-01-15,258.501,1.0,108.5,4,2.3195274699624457,1.0,1.4018691588784993,4.0,0.33780645963434575
2020-01-16,258.501,2.0,108.5,5,2.3195274699624457,2.0,1.4018691588784993,5.0,0.33780645963434575
2020-01-17,258.501,3.0,108.5,6,2.3195274699624457,3.0,1.4018691588784993,6.0,0.33780645963434575
2020-01-20,258.501,6.0,108.5,9,2.3195274699624457,6.0,1.4018691588784993,9.0,0.33780645963434575
2020-01-21,258.501,7.0,108.5,10,2.3195274699624457,7.0,1.4018691588784993,10.0,0.33780645963434575
2020-01-22,258.501,8.0,108.5,11,2.3195274699624457,8.0,1.4018691588784993,11.0,0.33780645963434575
2020-01-23,258.501,9.0,108.5,12,2.3195274699624457,9.0,1.4018691588784993,12.0,0.33780645963434575
2020-01-24,258.501,10.0,108.5,13,2.3195274699624457,10.0,1.4018691588784993,13.0,0.33780645963434575
2020-01-27,258.501,13.0,108.5,16,2.3195274699624457,13.0,1.4018691588784993,16.0,0.33780645963434575
2020-01-28,258.501,14.0,108.5,17,2.3195274699624457,14.0,1.4018691588784993,17.0,0.33780645963434575
2020-01-29,258.501,15.0,108.5,18,2.3195274699624457,15.0,1.4018691588784993,18.0,0.33780645963434575
2020-01-30,258.501,16.0,108.5,19,2.3195274699624457,16.0,1.4018691588784993,19.0,0.33780645963434575
2020-01-31,258.501,17.0,108.5,20,2.3195274699624457,17.0,1.4018691588784993,20.0,0.33780645963434575
2020-02-03,258.501,20.0,108.5,23,2.3195274699624457,20.0,1.4018691588784993,23.0,0.33780645963434575
2020-02-04,258.501,21.0,108.5,24,2.3195274699624457,21.0,1.4018691588784993,24.0,0.33780645963434575
2020-02-05,258.501,22.0,108.5,25,2.3195274699624457,22.0,1.4018691588784993,25.0,0.33780645963434575
2020-02-06,258.501,23.0,108.5,26,2.3195274699624457,23.0,1.4018691588784993,26.0,0.33780645963434575
2020-02-07,258.501,24.0,108.5,27,2.3195274699624457,24.0,1.4018691588784993,27.0,0.33780645963434575
2020-02-10,258.501,27.0,108.5,30,2.3195274699624457,27.0,1.4018691588784993,30.0,0.33780645963434575
2020-02-11,238.835,0.0,108.5,0,2.3195274699624457,28.0,1.3071895424836555,0.0,0.26787944515559764
2020-02-12,238.835,1.0,108.5,1,2.3195274699624457,29.0,1.3071895424836555,1.0,0.26787944515559764
2020-02-13,258.82,0.0,108.5,2,2.599767976845202,0.0,1.3071895424836555,2.0,0.26787944515559764
2020-02-14,258.82,1.0,108.5,3,2.599767976845202,1.0,1.3071895424836555,3.0,0.26787944515559764
2020-02-17,258.82,4.0,108.5,6,2.599767976845202,4.0,1.3071895424836555,6.0,0.26787944515559764
2020-02-18,258.82,5.0,108.5,7,2.599767976845202,5.0,1.3071895424836555,7.0,0.26787944515559764
2020-02-19,258.82,6.0,108.5,8,2.599767976845202,6.0,1.3071895424836555,8.0,0.26787944515559764
2020-02-20,258.82,7.0,108.5,9,2.599767976845202,7.0,1.3071895424836555,9.0,0.26787944515559764
2020-02-21,258.82,8.0,108.5,10,2.599767976845202,8.0,1.3071895424836555,10.0,0.26787944515559764
2020-02-24,258.82,11.0,108.5,13,2.599767976845202,11.0,1.3071895424836555,13.0,0.26787944515559764
2020-02-25,258.82,12.0,108.5,14,2.599767976845202,12.0,1.3071895424836555,14.0,0.26787944515559764
2020-02-26,258.82,13.0,108.5,15,2.599767976845202,13.0,1.3071895424836555,15.0,0.26787944515559764
2020-02-27,258.82,14.0,108.5,16,2.599767976845202,14.0,1.3071895424836555,16.0,0.26787944515559764
2020-02-28,258.82,15.0,108.5,17,2.599767976845202,15.0,1.3071895424836555,17.0,0.26787944515559764
2020-03-02,258.82,18.0,108.5,20,2.599767976845202,18.0,1.3071895424836555,20.0,0.26787944515559764
2020-03-03,258.82,19.0,108.5,21,2.599767976845202,19.0,1.3071895424836555,21.0,0.26787944515559764
2020-03-04,258.82,20.0,108.5,22,2.599767976845202,20.0,1.3071895424836555,22.0,0.26787944515559764
2020-03-05,258.82,21.0,108.5,23,2.599767976845202,21.0,1.3071895424836555,23.0,0.26787944515559764
2020-03-06,258.82,22.0,108.5,24,2.599767976845202,22.0,1.3071895424836555,24.0,0.26787944515559764
2020-03-09,258.82,25.0,108.5,27,2.599767976845202,25.0,1.3071895424836555,27.0,0.26787944515559764
2020-03-10,258.82,26.0,108.5,28,2.599767976845202,26.0,1.3071895424836555,28.0,0.26787944515559764
2020-03-11,259.05,0.0,108.5,29,2.3413166797595197,0.0,1.3071895424836555,29.0,0.26787944515559764
2020-03-12,259.05,1.0,108.5,30,2.3413166797595197,1.0,1.3071895424836555,30.0,0.26787944515559764
2020-03-13,259.05,2.0,108.2,0,2.3413166797595197,2.0,1.7873941674506177,0.0,0.5807587868125874
2020-03-16,259.05,5.0,108.2,3,2.3413166797595197,5.0,1.7873941674506177,3.0,0.5807587868125874
2020-03-17,259.05,6.0,108.2,4,2.3413166797595197,6.0,1.7873941674506177,4.0,0.5807587868125874
2020-03-18,259.05,7.0,108.2,5,2.3413166797595197,7.0,1.7873941674506177,5.0,0.5807587868125874
2020-03-19,259.05,8.0,108.2,6,2.3413166797595197,8.0,1.7873941674506177,6.0,0.5807587868125874
2020-03-20,259.05,9.0,108.2,7,2.3413166797595197,9.0,1.7873941674506177,7.0,0.5807587868125874
2020-03-23,259.05,12.0,108.2,10,2.3413166797595197,12.0,1.7873941674506177,10.0,0.5807587868125874
2020-03-24,259.05,13.0,108.2,11,2.3413166797595197,13.0,1.7873941674506177,11.0,0.5807587868125874
2020-03-25,259.05,14.0,108.2,12,2.3413166797595197,14.0,1.7873941674506177,12.0,0.5807587868125874
2020-03-26,259.05,15.0,108.2,13,2.3413166797595197,15.0,1.7873941674506177,13.0,0.5807587868125874
2020-03-27,259.05,16.0,108.2,14,2.3413166797595197,16.0,1.7873941674506177,14.0,0.5807587868125874
2020-03-30,259.05,19.0,108.2,17,2.3413166797595197,19.0,1.7873941674506177,17.0,0.5807587868125874
2020-03-31,259.05,20.0,108.2,18,2.3413166797595197,20.0,1.7873941674506177,18.0,0.5807587868125874
2020-04-01,259.05,21.0,108.2,19,2.3413166797595197,21.0,1.7873941674506177,19.0,0.5807587868125874
2020-04-02,259.05,22.0,108.2,20,2.3413166797595197,22.0,1.7873941674506177,20.0,0.5807587868125874
2020-04-03,259.05,23.0,108.2,21,2.3413166797595197,23.0,1.7873941674506177,21.0,0.5807587868125874
2020-04-06,259.05,26.0,108.2,24,2.3413166797595197,26.0,1.7873941674506177,24.0,0.5807587868125874
2020-04-07,259.05,27.0,108.2,25,2.3413166797595197,27.0,1.7873941674506177,25.0,0.5807587868125874
2020-04-08,259.05,28.0,108.2,26,2.3413166797595197,28.0,1.7873941674506177,26.0,0.5807587868125874
2020-04-09,259.05,29.0,108.2,27,2.3413166797595197,29.0,1.7873941674506177,27.0,0.5807587868125874
2020-04-10,257.953,0.0,108.2,28,1.4940399642909163,0.0,1.7873941674506177,28.0,0.5807587868125874
2020-04-13,257.953,3.0,108.6,2,1.4940399642909163,3.0,1.6853932584269593,2.0,0.5219989243641118
2020-04-14,257.953,4.0,108.6,3,1.4940399642909163,4.0,1.6853932584269593,3.0,0.5219989243641118
2020-04-15,257.953,5.0,108.6,4,1.4940399642909163,5.0,1.6853932584269593,4.0,0.5219989243641118
2020-04-16,257.953,6.0,108.6,5,1.4940399642909163,6.0,1.6853932584269593,5.0,0.5219989243641118
2020-04-17,257.953,7.0,108.6,6,1.4940399642909163,7.0,1.6853932584269593,6.0,0.5219989243641118
2020-04-20,257.953,10.0,108.6,9,1.4940399642909163,10.0,1.6853932584269593,9.0,0.5219989243641118
2020-04-21,257.953,11.0,108.6,10,1.4940399642909163,11.0,1.6853932584269593,10.0,0.5219989243641118
2020-04-22,257.953,12.0,108.6,11,1.4940399642909163,12.0,1.6853932584269593,11.0,0.5219989243641118
2020-04-23,257.953,13.0,108.6,12,1.4940399642909163,13.0,1.6853932584269593,12.0,0.5219989243641118
2020-04-24,257.953,14.0,108.6,13,1.4940399642909163,14.0,1.6853932584269593,13.0,0.5219989243641118
2020-04-27,257.953,17.0,108.6,16,1.4940399642909163,17.0,1.6853932584269593,16.0,0.5219989243641118
2020-04-28,257.953,18.0,108.6,17,1.4940399642909163,18.0,1.6853932584269593,17.0,0.5219989243641118
2020-04-29,257.953,19.0,108.6,18,1.4940399642909163,19.0,1.6853932584269593,18.0,0.5219989243641118
2020-04-30,257.953,20.0,108.6,19,1.4940399642909163,20.0,1.6853932584269593,19.0,0.5219989243641118
2020-05-01,257.953,21.0,108.6,20,1.4940399642909163,21.0,1.6853932584269593,20.0,0.5219989243641118
2020-05-04,257.953,24.0,108.6,23,1.4940399642909163,24.0,1.6853932584269593,23.0,0.5219989243641118
2020-05-05,257.953,25.0,108.6,24,1.4940399642909163,25.0,1.6853932584269593,24.0,0.5219989243641118
2020-05-06,257.953,26.0,108.6,25,1.4940399642909163,26.0,1.6853932584269593,25.0,0.5219989243641118
2020-05-07,257.953,27.0,108.6,26,1.4940399642909163,27.0,1.6853932584269593,26.0,0.5219989243641118
2020-05-08,257.953,28.0,108.6,27,1.4940399642909163,28.0,1.6853932584269593,27.0,0.5219989243641118
2020-05-11,257.953,31.0,108.6,30,1.4940399642909163,31.0,1.6853932584269593,30.0,0.5219989243641118
2020-05-12,255.902,0.0,108.6,0,0.3130472940411133,0.0,1.495327102803734,0.0,0.4023449807719179
2020-05-13,255.902,1.0,108.6,1,0.3130472940411133,1.0,1.495327102803734,1.0,0.4023449807719179
2020-05-14,255.902,2.0,108.6,2,0.3130472940411133,2.0,1.495327102803734,2.0,0.4023449807719179
2020-05-15,255.902,3.0,108.6,3,0.3130472940411133,3.0,1.495327102803734,3.0,0.4023449807719179
2020-05-18,255.902,6.0,108.6,6,0.3130472940411133,6.0,1.495327102803734,6.0,0.4023449807719179
2020-05-19,255.902,7.0,108.6,7,0.3130472940411133,7.0,1.495327102803734,7.0,0.4023449807719179
2020-05-20,255.902,8.0,108.6,8,0.3130472940411133,8.0,1.495327102803734,8.0,0.4023449807719179
2020-05-21,255.902,9.0,108.6,9,0.3130472940411133,9.0,1.495327102803734,9.0,0.4023449807719179
2020-05-22,255.902,10.0,108.6,10,0.3130472940411133,10.0,1.495327102803734,10.0,0.4023449807719179
2020-05-25,255.902,13.0,108.6,13,0.3130472940411133,13.0,1.495327102803734,13.0,0.4023449807719179
2020-05-26,255.902,14.0,108.6,14,0.3130472940411133,14.0,1.495327102803734,14.0,0.4023449807719179
2020-05-27,255.902,15.0,108.6,15,0.3130472940411133,15.0,1.495327102803734,15.0,0.4023449807719179
2020-05-28,255.902,16.0,108.6,16,0.3130472940411133,16.0,1.495327102803734,16.0,0.4023449807719179
2020-05-29,255.902,17.0,108.6,17,0.3130472940411133,17.0,1.495327102803734,17.0,0.4023449807719179
2020-06-01,255.902,20.0,108.6,20,0.3130472940411133,20.0,1.495327102803734,20.0,0.4023449807719179
2020-06-02,255.902,21.0,108.6,21,0.3130472940411133,21.0,1.495327102803734,21.0,0.4023449807719179
2020-06-03,255.902,22.0,108.6,22,0.3130472940411133,22.0,1.495327102803734,22.0,0.4023449807719179
2020-06-04,255.902,23.0,108.6,23,0.3130472940411133,23.0,1.495327102803734,23.0,0.4023449807719179
2020-06-05,255.902,24.0,108.6,24,0.3130472940411133,24.0,1.495327102803734,24.0,0.4023449807719179
2020-06-08,255.902,27.0,108.6,27,0.3130472940411133,27.0,1.495327102803734,27.0,0.4023449807719179
2020-06-09,255.902,28.0,108.6,28,0.3130472940411133,28.0,1.495327102803734,28.0,0.4023449807719179
2020-06-10,255.768,0.0,108.6,29,0.1982013035848551,0.0,1.495327102803734,29.0,0.4023449807719179
2020-06-11,255.768,1.0,108.5,0,0.1982013035848551,1.0,0.8364312267657992,0.0,-0.17861097739741907
2020-06-12,255.768,2.0,108.5,1,0.1982013035848551,2.0,0.8364312267657992,1.0,-0.17861097739741907
2020-06-15,255.768,5.0,108.5,4,0.1982013035848551,5.0,0.8364312267657992,4.0,-0.17861097739741907
2020-06-16,255.768,6.0,108.5,5,0.1982013035848551,6.0,0.8364312267657992,5.0,-0.17861097739741907
2020-06-17,255.768,7.0,108.5,6,0.1982013035848551,7.0,0.8364312267657992,6.0,-0.17861097739741907
2020-06-18,255.768,8.0,108.5,7,0.1982013035848551,8.0,0.8364312267657992,7.0,-0.17861097739741907
2020-06-19,255.768,9.0,108.5,8,0.1982013035848551,9.0,0.8364312267657992,8.0,-0.17861097739741907
2020-06-22,255.768,12.0,108.5,11,0.1982013035848551,12.0,0.8364312267657992,11.0,-0.17861097739741907
2020-06-23,255.768,13.0,108.5,12,0.1982013035848551,13.0,0.8364312267657992,12.0,-0.17861097739741907
2020-06-24,255.768,14.0,108.5,13,0.1982013035848551,14.0,0.8364312267657992,13.0,-0.17861097739741907
2020-06-25,255.768,15.0,108.5,14,0.1982013035848551,15.0,0.8364312267657992,14.0,-0.17861097739741907
2020-06-26,255.768,16.0,108.5,15,0.1982013035848551,16.0,0.8364312267657992,15.0,-0.17861097739741907
2020-06-29,255.768,19.0,108.5,18,0.1982013035848551,19.0,0.8364312267657992,18.0,-0.17861097739741907
2020-06-30,255.768,20.0,108.5,19,0.1982013035848551,20.0,0.8364312267657992,19.0,-0.17861097739741907
2020-07-01,255.768,21.0,108.5,20,0.1982013035848551,21.0,0.8364312267657992,20.0,-0.17861097739741907
2020-07-02,255.768,22.0,108.5,21,0.1982013035848551,22.0,0.8364312267657992,21.0,-0.17861097739741907
2020-07-03,255.768,23.0,108.5,22,0.1982013035848551,23.0,0.8364312267657992,22.0,-0.17861097739741907
2020-07-06,255.768,26.0,108.5,25,0.1982013035848551,26.0,0.8364312267657992,25.0,-0.17861097739741907
2020-07-07,255.768,27.0,108.5,26,0.1982013035848551,27.0,0.8364312267657992,26.0,-0.17861097739741907
2020-07-08,255.768,28.0,108.5,27,0.1982013035848551,28.0,0.8364312267657992,27.0,-0.17861097739741907
2020-07-09,255.768,29.0,108.5,28,0.1982013035848551,29.0,0.8364312267657992,28.0,-0.17861097739741907
2020-07-10,255.768,30.0,108.5,29,0.1982013035848551,30.0,0.8364312267657992,29.0,-0.17861097739741907
2020-07-13,255.768,33.0,108.5,1,0.1982013035848551,33.0,0.556070435588496,1.0,-0.5868603100420097
2020-07-14,257.214,0.0,108.5,2,0.7166562831830481,0.0,0.556070435588496,2.0,-0.5868603100420097
2020-07-15,257.214,1.0,108.5,3,0.7166562831830481,1.0,0.556070435588496,3.0,-0.5868603100420097
2020-07-16,257.214,2.0,108.5,4,0.7166562831830481,2.0,0.556070435588496,4.0,-0.5868603100420097
2020-07-17,257.214,3.0,108.5,5,0.7166562831830481,3.0,0.556070435588496,5.0,-0.5868603100420097
2020-07-20,257.214,6.0,108.5,8,0.7166562831830481,6.0,0.556070435588496,8.0,-0.5868603100420097
2020-07-21,257.214,7.0,108.5,9,0.7166562831830481,7.0,0.556070435588496,9.0,-0.5868603100420097
2020-07-22,257.214,8.0,108.5,10,0.7166562831830481,8.0,0.556070435588496,10.0,-0.5868603100420097
2020-07-23,257.214,9.0,108.5,11,0.7166562831830481,9.0,0.556070435588496,11.0,-0.5868603100420097
2020-07-24,257.214,10.0,108.5,12,0.7166562831830481,10.0,0.556070435588496,12.0,-0.5868603100420097
2020-07-27,257.214,13.0,108.5,15,0.7166562831830481,13.0,0.556070435588496,15.0,-0.5868603100420097
2020-07-28,257.214,14.0,108.5,16,0.7166562831830481,14.0,0.556070435588496,16.0,-0.5868603100420097
2020-07-29,257.214,15.0,108.5,17,0.7166562831830481,15.0,0.556070435588496,17.0,-0.5868603100420097
2020-07-30,257.214,16.0,108.5,18,0.7166562831830481,16.0,0.556070435588496,18.0,-0.5868603100420097
2020-07-31,257.214,17.0,108.5,19,0.7166562831830481,17.0,0.556070435588496,19.0,-0.5868603100420097
2020-08-03,257.214,20.0,108.5,22,0.7166562831830481,20.0,0.556070435588496,22.0,-0.5868603100420097
2020-08-04,257.214,21.0,108.5,23,0.7166562831830481,21.0,0.556070435588496,23.0,-0.5868603100420097
2020-08-05,257.214,22.0,108.5,24,0.7166562831830481,22.0,0.556070435588496,24.0,-0.5868603100420097
2020-08-06,257.214,23.0,108.5,25,0.7166562831830481,23.0,0.556070435588496,25.0,-0.5868603100420097
2020-08-07,257.214,24.0,108.5,26,0.7166562831830481,24.0,0.556070435588496,26.0,-0.5868603100420097
2020-08-10,257.214,27.0,108.5,29,0.7166562831830481,27.0,0.556070435588496,29.0,-0.5868603100420097
2020-08-11,257.214,28.0,108.6,0,0.7166562831830481,28.0,0.6487488415199083,0.0,-0.43270963021475706
2020-08-12,258.723,0.0,108.6,1,0.9968647625897997,0.0,0.6487488415199083,1.0,-0.43270963021475706
2020-08-13,258.723,1.0,108.6,2,0.9968647625897997,1.0,0.6487488415199083,2.0,-0.43270963021475706
2020-08-14,258.723,2.0,108.6,3,0.9968647625897997,2.0,0.6487488415199083,3.0,-0.43270963021475706
2020-08-17,258.723,5.0,108.6,6,0.9968647625897997,5.0,0.6487488415199083,6.0,-0.43270963021475706
2020-08-18,258.723,6.0,108.6,7,0.9968647625897997,6.0,0.6487488415199083,7.0,-0.43270963021475706
2020-08-19,258.723,7.0,108.6,8,0.9968647625897997,7.0,0.6487488415199083,8.0,-0.43270963021475706
2020-08-20,258.723,8.0,108.6,9,0.9968647625897997,8.0,0.6487488415199083,9.0,-0.43270963021475706
2020-08-21,258.723,9.0,108.6,10,0.9968647625897997,9.0,0.6487488415199083,10.0,-0.43270963021475706
2020-08-24,258.723,12.0,108.6,13,0.9968647625897997,12.0,0.6487488415199083,13.0,-0.43270963021475706
2020-08-25,258.723,13.0,108.6,14,0.9968647625897997,13.0,0.6487488415199083,14.0,-0.43270963021475706
2020-08-26,258.723,14.0,108.6,15,0.9968647625897997,14.0,0.6487488415199083,15.0,-0.43270963021475706
2020-08-27,258.723,15.0,108.6,16,0.9968647625897997,15.0,0.6487488415199083,16.0,-0.43270963021475706
2020-08-28,258.723,16.0,108.6,17,0.9968647625897997,16.0,0.6487488415199083,17.0,-0.43270963021475706
2020-08-31,258.723,19.0,108.6,20,0.9968647625897997,19.0,0.6487488415199083,20.0,-0.43270963021475706
2020-09-01,258.723,20.0,108.6,21,0.9968647625897997,20.0,0.6487488415199083,21.0,-0.43270963021475706
2020-09-02,258.723,21.0,108.6,22,0.9968647625897997,21.0,0.6487488415199083,22.0,-0.43270963021475706
2020-09-03,258.723,22.0,108.6,23,0.9968647625897997,22.0,0.6487488415199083,23.0,-0.43270963021475706
2020-09-04,258.723,23.0,108.6,24,0.9968647625897997,23.0,0.6487488415199083,24.0,-0.43270963021475706
2020-09-07,258.723,26.0,108.6,27,0.9968647625897997,26.0,0.6487488415199083,27.0,-0.43270963021475706
2020-09-08,258.723,27.0,108.6,28,0.9968647625897997,27.0,0.6487488415199083,28.0,-0.43270963021475706
2020-09-09,258.723,28.0,108.6,29,0.9968647625897997,28.0,0.6487488415199083,29.0,-0.43270963021475706
2020-09-10,258.723,29.0,108.6,30,0.9968647625897997,29.0,0.6487488415199083,30.0,-0.43270963021475706
2020-09-11,259.681,0.0,109.1,0,1.2810698495523853,0.0,1.1121408711770142,0.0,0.10628687051795563
2020-09-14,259.681,3.0,109.1,3,1.2810698495523853,3.0,1.1121408711770142,3.0,0.10628687051795563
2020-09-15,259.681,4.0,109.1,4,1.2810698495523853,4.0,1.1121408711770142,4.0,0.10628687051795563
2020-09-16,259.681,5.0,109.1,5,1.2810698495523853,5.0,1.1121408711770142,5.0,0.10628687051795563
2020-09-17,259.681,6.0,109.1,6,1.2810698495523853,6.0,1.1121408711770142,6.0,0.10628687051795563
2020-09-18,259.681,7.0,109.1,7,1.2810698495523853,7.0,1.1121408711770142,7.0,0.10628687051795563
2020-09-21,259.681,10.0,109.1,10,1.2810698495523853,10.0,1.1121408711770142,10.0,0.10628687051795563
2020-09-22,259.681,11.0,109.1,11,1.2810698495523853,11.0,1.1121408711770142,11.0,0.10628687051795563
2020-09-23,259.681,12.0,109.1,12,1.2810698495523853,12.0,1.1121408711770142,12.0,0.10628687051795563
2020-09-24,259.681,13.0,109.1,13,1.2810698495523853,13.0,1.1121408711770142,13.0,0.10628687051795563
2020-09-25,259.681,14.0,109.1,14,1.2810698495523853,14.0,1.1121408711770142,14.0,0.10628687051795563
2020-09-28,259.681,17.0,109.1,17,1.2810698495523853,17.0,1.1121408711770142,17.0,0.10628687051795563
2020-09-29,259.681,18.0,109.1,18,1.2810698495523853,18.0,1.1121408711770142,18.0,0.10628687051795563
2020-09-30,259.681,19.0,109.1,19,1.2810698495523853,19.0,1.1121408711770142,19.0,0.10628687051795563
2020-10-01,259.681,20.0,109.1,20,1.2810698495523853,20.0,1.1121408711770142,20.0,0.10628687051795563
