date,realtime_start,value
2023-01-01,2024-01-09,300.536
2023-02-01,2024-01-09,301.648
2023-03-01,2024-01-09,301.808
2023-04-01,2024-01-09,302.918
2023-05-01,2024-01-09,303.294
2023-06-01,2024-01-09,303.841
2023-07-01,2024-01-09,304.348
2023-08-01,2024-01-09,306.269
2023-09-01,2024-01-09,307.481
2023-10-01,2024-01-09,307.619
2023-11-01,2024-01-09,307.917
2021-11-01,2024-01-09,278.711
2019-05-01,2024-01-09,255.29
2021-10-01,2024-01-09,276.522
2021-08-01,2024-01-09,272.87
2019-07-01,2024-01-09,255.685
2019-08-01,2024-01-09,256.059
2019-09-01,2024-01-09,256.511
2019-10-01,2024-01-09,257.244
2019-11-01,2024-01-09,257.803
2019-12-01,2024-01-09,258.616
