date,realtime_start,value
2019-04-01,2021-06-23,-123915.0
2019-01-01,2021-06-23,-127106.0
2020-04-01,2021-06-23,-153866.0
2017-04-01,2021-06-23,-105077.0
2017-07-01,2021-06-23,-84324.0
2015-04-01,2021-06-23,-99622.0
2017-01-01,2021-06-23,-84903.0
2021-01-01,2021-06-23,-195739.0
2016-07-01,2021-06-23,-100127.0
2020-07-01,2021-06-23,-172362.0
2016-01-01,2021-06-23,-104234.0
2016-10-01,2021-06-23,-92536.0
2016-04-01,2021-06-23,-100673.0
2015-10-01,2021-06-23,-99892.0
2015-01-01,2021-06-23,-99304.0
2020-10-01,2021-06-23,-175079.0
2021-01-01,2021-09-21,-189424.0
2021-04-01,2021-09-21,-190282.0
2021-07-01,2021-12-21,-214774.0
2021-04-01,2021-12-21,-198319.0
2021-04-01,2022-03-24,-196353.0
2021-10-01,2022-03-24,-217880.0
2021-01-01,2022-03-24,-187529.0
2021-07-01,2022-03-24,-219872.0
2019-10-01,2022-06-23,-101800.0
2020-07-01,2022-06-23,-171293.0
2021-07-01,2022-06-23,-226375.0
2019-07-01,2022-06-23,-109652.0
2020-01-01,2022-06-23,-107420.0
2020-10-01,2022-06-23,-188702.0
2021-10-01,2022-06-23,-224837.0
2021-04-01,2022-06-23,-206402.0
2019-04-01,2022-06-23,-117195.0
2022-01-01,2022-06-23,-291418.0
2020-04-01,2022-06-23,-152283.0
2021-01-01,2022-06-23,-188740.0
2015-10-01,2022-06-23,-99657.0
2019-01-01,2022-06-23,-117311.0
2017-01-01,2022-06-23,-85347.0
2016-10-01,2022-06-23,-92158.0
2016-07-01,2022-06-23,-99562.0
2016-04-01,2022-06-23,-100481.0
2017-04-01,2022-06-23,-104012.0
2015-07-01,2022-06-23,-109927.0
2015-04-01,2022-06-23,-99475.0
2015-01-01,2022-06-23,-99395.0
2014-10-01,2022-06-23,-102784.0
2014-07-01,2022-06-23,-89189.0
2016-01-01,2022-06-23,-104015.0
2014-04-01,2022-06-23,-87169.0
2018-10-01,2022-06-23,-129143.0
2018-07-01,2022-06-23,-118744.0
2017-07-01,2022-06-23,-82498.0
2018-04-01,2022-06-23,-94340.0
2014-01-01,2022-06-23,-90914.0
2018-01-01,2022-06-23,-97622.0
2017-10-01,2022-06-23,-89164.0
2022-01-01,2022-09-22,-282540.0
2022-04-01,2022-09-22,-251090.0
2022-04-01,2022-12-21,-238727.0
2022-07-01,2022-12-21,-217106.0
2022-01-01,2023-03-23,-280782.0
2022-04-01,2023-03-23,-237207.0
2022-10-01,2023-03-23,-206805.0
2022-07-01,2023-03-23,-219002.0
2020-10-01,2023-06-22,-180203.0
2022-10-01,2023-06-22,-216154.0
2018-10-01,2023-06-22,-129323.0
2022-07-01,2023-06-22,-222757.0
2021-01-01,2023-06-22,-175550.0
2019-04-01,2023-06-22,-116484.0
2022-04-01,2023-06-22,-248784.0
2018-07-01,2023-06-22,-119449.0
2019-07-01,2023-06-22,-109789.0
2018-04-01,2023-06-22,-94154.0
2022-01-01,2023-06-22,-283899.0
2018-01-01,2023-06-22,-96923.0
2019-10-01,2023-06-22,-99998.0
2019-01-01,2023-06-22,-115479.0
2021-10-01,2023-06-22,-228951.0
2017-10-01,2023-06-22,-92446.0
2017-07-01,2023-06-22,-85766.0
2021-07-01,2023-06-22,-226725.0
2020-01-01,2023-06-22,-100447.0
2017-04-01,2023-06-22,-103940.0
2017-01-01,2023-06-22,-85463.0
2021-04-01,2023-06-22,-200219.0
2020-04-01,2023-06-22,-149227.0
2020-07-01,2023-06-22,-167262.0
2023-01-01,2023-06-22,-219300.0
2023-04-01,2023-09-21,-212104.0
